DEBUG 2006-12-01 07:52:49,359 [ErgoControl.ErgoControl.main(ErgoControl.java:501)] - Logger started successfully
DEBUG 2006-12-01 08:02:24,859 [ErgoControlServerThread.net.ErgoControlServerThread.run(ErgoControlServerThread.java:58)] - get request...
DEBUG 2006-12-01 08:03:21,109 [ErgoControl.ErgoControl.main(ErgoControl.java:501)] - Logger started successfully
DEBUG 2006-12-01 08:03:47,031 [ErgoControlClient.net.ErgoControlClient.connect(ErgoControlClient.java:39)] - Try to connect to server <83-64-213-167.dynamic.adsl-line.inode.at/83.64.213.167>...
ERROR 2006-12-01 08:03:51,000 [ErgoControlClient.net.ErgoControlClient.connect(ErgoControlClient.java:69)] - java.net.ConnectException: Connection refused: connect
DEBUG 2006-12-01 08:03:52,859 [ErgoControlClient.net.ErgoControlClient.disconnect(ErgoControlClient.java:79)] - Try to disconnect from server...
DEBUG 2006-12-01 08:03:53,140 [ErgoControlClient.net.ErgoControlClient.disconnect(ErgoControlClient.java:107)] - Status = true
DEBUG 2006-12-01 08:03:56,984 [ErgoControlClient.net.ErgoControlClient.connect(ErgoControlClient.java:39)] - Try to connect to server <83-64-213-167.dynamic.adsl-line.inode.at/83.64.213.167>...
ERROR 2006-12-01 08:04:00,859 [ErgoControlClient.net.ErgoControlClient.connect(ErgoControlClient.java:69)] - java.net.ConnectException: Connection refused: connect
DEBUG 2006-12-01 08:04:02,359 [ErgoControlClient.net.ErgoControlClient.disconnect(ErgoControlClient.java:79)] - Try to disconnect from server...
DEBUG 2006-12-01 08:04:02,359 [ErgoControlClient.net.ErgoControlClient.disconnect(ErgoControlClient.java:107)] - Status = true
DEBUG 2006-12-01 08:04:38,234 [ErgoControl.ErgoControl.setProgram(ErgoControl.java:1747)] - Server removed from web list
DEBUG 2006-12-01 08:08:50,687 [ErgoControl.ErgoControl.main(ErgoControl.java:501)] - Logger started successfully
ERROR 2006-12-01 08:09:09,343 [ErgoControl.ErgoControl.actionPerformed(ErgoControl.java:912)] - java.net.UnknownHostException: wwwx.becks.nooxnet.com
ERROR 2006-12-01 08:09:36,453 [ErgoControl.ErgoControl.setProgram(ErgoControl.java:1844)] - java.net.UnknownHostException: wwwx.becks.nooxnet.com
DEBUG 2006-12-01 08:13:03,796 [ErgoControl.ErgoControl.main(ErgoControl.java:501)] - Logger started successfully
ERROR 2006-12-01 08:14:04,937 [ErgoControl.ErgoControl.setProgram(ErgoControl.java:1852)] - java.net.UnknownHostException: wwwx.becks.nooxnet.com
ERROR 2006-12-01 08:14:35,812 [ErgoControl.ErgoControl.actionPerformed(ErgoControl.java:916)] - java.net.UnknownHostException: wwwx.becks.nooxnet.com
DEBUG 2006-12-01 08:24:01,343 [ErgoControl.ErgoControl.main(ErgoControl.java:507)] - Logger started successfully
ERROR 2006-12-01 08:24:30,187 [ErgoControl.ErgoControl.actionPerformed(ErgoControl.java:924)] - java.net.UnknownHostException: wwwx.becks.nooxnet.com
ERROR 2006-12-01 08:25:12,625 [ErgoControl.ErgoControl.serve(ErgoControl.java:2240)] - java.net.UnknownHostException: wwwx.becks.nooxnet.com
DEBUG 2006-12-01 08:31:13,531 [ErgoControl.ErgoControl.main(ErgoControl.java:513)] - Logger started successfully
DEBUG 2006-12-01 08:33:00,250 [ErgoControl.ErgoControl.main(ErgoControl.java:514)] - Logger started successfully
DEBUG 2006-12-01 08:33:25,968 [ErgoControlServer.net.ErgoControlServer.run(ErgoControlServer.java:40)] - Server started...
DEBUG 2006-12-01 08:33:26,265 [ErgoControlClient.net.ErgoControlClient.connect(ErgoControlClient.java:39)] - Try to connect to server <localhost/127.0.0.1>...
DEBUG 2006-12-01 08:33:27,078 [ErgoControlServer.net.ErgoControlServer.run(ErgoControlServer.java:61)] - Process client request...
DEBUG 2006-12-01 08:33:27,078 [ErgoControlClient.net.ErgoControlClient.connect(ErgoControlClient.java:48)] - Send connect
DEBUG 2006-12-01 08:33:27,078 [ErgoControlServerThread.net.ErgoControlServerThread.run(ErgoControlServerThread.java:54)] - Client request processing initiated...
DEBUG 2006-12-01 08:33:27,093 [ErgoControlClient.net.ErgoControlClient.connect(ErgoControlClient.java:53)] - Wait for answer...
DEBUG 2006-12-01 08:33:27,093 [ErgoControlServerThread.net.ErgoControlServerThread.run(ErgoControlServerThread.java:58)] - get request...
DEBUG 2006-12-01 08:33:27,109 [ErgoControlServerThread.net.ErgoControlServerThread.run(ErgoControlServerThread.java:63)] - connect requested
DEBUG 2006-12-01 08:33:27,109 [ErgoControlServerThread.net.ErgoControlServerThread.run(ErgoControlServerThread.java:78)] - Client connected with id Becks
DEBUG 2006-12-01 08:33:27,109 [ErgoControlServerThread.net.ErgoControlServerThread.run(ErgoControlServerThread.java:127)] - Client request processed
DEBUG 2006-12-01 08:33:27,109 [ErgoControlClient.net.ErgoControlClient.connect(ErgoControlClient.java:62)] - Connection status = true
DEBUG 2006-12-01 08:33:27,109 [ErgoControlServerThread.net.ErgoControlServerThread.run(ErgoControlServerThread.java:54)] - Client request processing initiated...
DEBUG 2006-12-01 08:33:27,125 [ErgoControlServerThread.net.ErgoControlServerThread.run(ErgoControlServerThread.java:58)] - get request...
DEBUG 2006-12-01 08:33:34,343 [ErgoControl.ErgoControl.main(ErgoControl.java:514)] - Logger started successfully
DEBUG 2006-12-01 08:33:53,218 [ErgoControl.ErgoControl.serve(ErgoControl.java:2152)] - Server removed from web list
DEBUG 2006-12-01 08:35:02,093 [ErgoControl.ErgoControl.main(ErgoControl.java:514)] - Logger started successfully
DEBUG 2006-12-01 08:35:27,890 [ErgoControlServer.net.ErgoControlServer.run(ErgoControlServer.java:40)] - Server started...
DEBUG 2006-12-01 08:35:27,937 [ErgoControlClient.net.ErgoControlClient.connect(ErgoControlClient.java:39)] - Try to connect to server <localhost/127.0.0.1>...
DEBUG 2006-12-01 08:35:28,453 [ErgoControlServer.net.ErgoControlServer.run(ErgoControlServer.java:61)] - Process client request...
DEBUG 2006-12-01 08:35:28,453 [ErgoControlClient.net.ErgoControlClient.connect(ErgoControlClient.java:48)] - Send connect
DEBUG 2006-12-01 08:35:28,468 [ErgoControlServerThread.net.ErgoControlServerThread.run(ErgoControlServerThread.java:54)] - Client request processing initiated...
DEBUG 2006-12-01 08:35:28,468 [ErgoControlClient.net.ErgoControlClient.connect(ErgoControlClient.java:53)] - Wait for answer...
DEBUG 2006-12-01 08:35:28,468 [ErgoControlServerThread.net.ErgoControlServerThread.run(ErgoControlServerThread.java:58)] - get request...
DEBUG 2006-12-01 08:35:28,484 [ErgoControlServerThread.net.ErgoControlServerThread.run(ErgoControlServerThread.java:63)] - connect requested
DEBUG 2006-12-01 08:35:28,484 [ErgoControlServerThread.net.ErgoControlServerThread.run(ErgoControlServerThread.java:78)] - Client connected with id Becks
DEBUG 2006-12-01 08:35:28,484 [ErgoControlServerThread.net.ErgoControlServerThread.run(ErgoControlServerThread.java:127)] - Client request processed
DEBUG 2006-12-01 08:35:28,500 [ErgoControlClient.net.ErgoControlClient.connect(ErgoControlClient.java:62)] - Connection status = true
DEBUG 2006-12-01 08:35:28,500 [ErgoControlServerThread.net.ErgoControlServerThread.run(ErgoControlServerThread.java:54)] - Client request processing initiated...
DEBUG 2006-12-01 08:35:28,531 [ErgoControlServerThread.net.ErgoControlServerThread.run(ErgoControlServerThread.java:58)] - get request...
DEBUG 2006-12-01 08:35:47,390 [ErgoControl.ErgoControl.serve(ErgoControl.java:2152)] - Server removed from web list
DEBUG 2006-12-01 08:35:47,781 [ErgoControlServer.net.ErgoControlServer.run(ErgoControlServer.java:77)] - Server stopped
DEBUG 2006-12-01 08:36:49,109 [ErgoControl.ErgoControl.main(ErgoControl.java:514)] - Logger started successfully
DEBUG 2006-12-01 08:37:23,703 [ErgoControl.ErgoControl.main(ErgoControl.java:514)] - Logger started successfully
DEBUG 2006-12-01 08:37:38,656 [ErgoControlServer.net.ErgoControlServer.run(ErgoControlServer.java:40)] - Server started...
DEBUG 2006-12-01 08:37:38,687 [ErgoControlClient.net.ErgoControlClient.connect(ErgoControlClient.java:39)] - Try to connect to server <localhost/127.0.0.1>...
DEBUG 2006-12-01 08:37:39,218 [ErgoControlServer.net.ErgoControlServer.run(ErgoControlServer.java:61)] - Process client request...
DEBUG 2006-12-01 08:37:39,218 [ErgoControlClient.net.ErgoControlClient.connect(ErgoControlClient.java:48)] - Send connect
DEBUG 2006-12-01 08:37:39,218 [ErgoControlServerThread.net.ErgoControlServerThread.run(ErgoControlServerThread.java:54)] - Client request processing initiated...
DEBUG 2006-12-01 08:37:39,218 [ErgoControlClient.net.ErgoControlClient.connect(ErgoControlClient.java:53)] - Wait for answer...
DEBUG 2006-12-01 08:37:39,218 [ErgoControlServerThread.net.ErgoControlServerThread.run(ErgoControlServerThread.java:58)] - get request...
DEBUG 2006-12-01 08:37:39,250 [ErgoControlServerThread.net.ErgoControlServerThread.run(ErgoControlServerThread.java:63)] - connect requested
DEBUG 2006-12-01 08:37:39,250 [ErgoControlServerThread.net.ErgoControlServerThread.run(ErgoControlServerThread.java:78)] - Client connected with id Becks
DEBUG 2006-12-01 08:37:39,250 [ErgoControlServerThread.net.ErgoControlServerThread.run(ErgoControlServerThread.java:127)] - Client request processed
DEBUG 2006-12-01 08:37:39,250 [ErgoControlClient.net.ErgoControlClient.connect(ErgoControlClient.java:62)] - Connection status = true
DEBUG 2006-12-01 08:37:39,250 [ErgoControlServerThread.net.ErgoControlServerThread.run(ErgoControlServerThread.java:54)] - Client request processing initiated...
DEBUG 2006-12-01 08:37:39,312 [ErgoControlServerThread.net.ErgoControlServerThread.run(ErgoControlServerThread.java:58)] - get request...
DEBUG 2006-12-01 08:37:46,093 [ErgoControl.ErgoControl.main(ErgoControl.java:514)] - Logger started successfully
DEBUG 2006-12-01 08:37:53,968 [ErgoControlClient.net.ErgoControlClient.connect(ErgoControlClient.java:39)] - Try to connect to server <83-64-213-167.dynamic.adsl-line.inode.at/83.64.213.167>...
ERROR 2006-12-01 08:37:58,015 [ErgoControlClient.net.ErgoControlClient.connect(ErgoControlClient.java:69)] - java.net.ConnectException: Connection refused: connect
DEBUG 2006-12-01 08:37:59,078 [ErgoControlClient.net.ErgoControlClient.disconnect(ErgoControlClient.java:79)] - Try to disconnect from server...
DEBUG 2006-12-01 08:37:59,093 [ErgoControlClient.net.ErgoControlClient.disconnect(ErgoControlClient.java:107)] - Status = true
DEBUG 2006-12-01 08:38:02,687 [ErgoControl.ErgoControl.serve(ErgoControl.java:2152)] - Server removed from web list
DEBUG 2006-12-01 08:38:03,656 [ErgoControlServer.net.ErgoControlServer.run(ErgoControlServer.java:77)] - Server stopped
DEBUG 2006-12-01 08:38:11,640 [ErgoControlClient.net.ErgoControlClient.connect(ErgoControlClient.java:39)] - Try to connect to server <localhost/127.0.0.1>...
DEBUG 2006-12-01 08:38:11,640 [ErgoControlServer.net.ErgoControlServer.run(ErgoControlServer.java:40)] - Server started...
DEBUG 2006-12-01 08:38:12,046 [ErgoControlServer.net.ErgoControlServer.run(ErgoControlServer.java:61)] - Process client request...
DEBUG 2006-12-01 08:38:12,046 [ErgoControlClient.net.ErgoControlClient.connect(ErgoControlClient.java:48)] - Send connect
DEBUG 2006-12-01 08:38:12,046 [ErgoControlServerThread.net.ErgoControlServerThread.run(ErgoControlServerThread.java:54)] - Client request processing initiated...
DEBUG 2006-12-01 08:38:12,046 [ErgoControlClient.net.ErgoControlClient.connect(ErgoControlClient.java:53)] - Wait for answer...
DEBUG 2006-12-01 08:38:12,046 [ErgoControlServerThread.net.ErgoControlServerThread.run(ErgoControlServerThread.java:58)] - get request...
DEBUG 2006-12-01 08:38:12,062 [ErgoControlServerThread.net.ErgoControlServerThread.run(ErgoControlServerThread.java:63)] - connect requested
DEBUG 2006-12-01 08:38:12,062 [ErgoControlServerThread.net.ErgoControlServerThread.run(ErgoControlServerThread.java:78)] - Client connected with id Becks
DEBUG 2006-12-01 08:38:12,062 [ErgoControlClient.net.ErgoControlClient.connect(ErgoControlClient.java:62)] - Connection status = true
DEBUG 2006-12-01 08:38:12,062 [ErgoControlServerThread.net.ErgoControlServerThread.run(ErgoControlServerThread.java:127)] - Client request processed
DEBUG 2006-12-01 08:38:12,093 [ErgoControlServerThread.net.ErgoControlServerThread.run(ErgoControlServerThread.java:54)] - Client request processing initiated...
DEBUG 2006-12-01 08:38:12,093 [ErgoControlServerThread.net.ErgoControlServerThread.run(ErgoControlServerThread.java:58)] - get request...
DEBUG 2006-12-01 08:38:25,265 [ErgoControlServer.net.ErgoControlServer.run(ErgoControlServer.java:77)] - Server stopped
DEBUG 2006-12-01 08:38:27,203 [ErgoControlServer.net.ErgoControlServer.run(ErgoControlServer.java:40)] - Server started...
DEBUG 2006-12-01 08:38:27,203 [ErgoControlClient.net.ErgoControlClient.connect(ErgoControlClient.java:39)] - Try to connect to server <localhost/127.0.0.1>...
DEBUG 2006-12-01 08:38:27,218 [ErgoControlServer.net.ErgoControlServer.run(ErgoControlServer.java:61)] - Process client request...
DEBUG 2006-12-01 08:38:27,234 [ErgoControlClient.net.ErgoControlClient.connect(ErgoControlClient.java:48)] - Send connect
DEBUG 2006-12-01 08:38:27,234 [ErgoControlServerThread.net.ErgoControlServerThread.run(ErgoControlServerThread.java:54)] - Client request processing initiated...
DEBUG 2006-12-01 08:38:27,234 [ErgoControlClient.net.ErgoControlClient.connect(ErgoControlClient.java:53)] - Wait for answer...
DEBUG 2006-12-01 08:38:27,234 [ErgoControlServerThread.net.ErgoControlServerThread.run(ErgoControlServerThread.java:58)] - get request...
DEBUG 2006-12-01 08:38:27,250 [ErgoControlServerThread.net.ErgoControlServerThread.run(ErgoControlServerThread.java:63)] - connect requested
DEBUG 2006-12-01 08:38:27,250 [ErgoControlServerThread.net.ErgoControlServerThread.run(ErgoControlServerThread.java:78)] - Client connected with id Becks
DEBUG 2006-12-01 08:38:27,250 [ErgoControlClient.net.ErgoControlClient.connect(ErgoControlClient.java:62)] - Connection status = true
DEBUG 2006-12-01 08:38:27,250 [ErgoControlServerThread.net.ErgoControlServerThread.run(ErgoControlServerThread.java:127)] - Client request processed
DEBUG 2006-12-01 08:38:27,281 [ErgoControlServerThread.net.ErgoControlServerThread.run(ErgoControlServerThread.java:54)] - Client request processing initiated...
DEBUG 2006-12-01 08:38:27,281 [ErgoControlServerThread.net.ErgoControlServerThread.run(ErgoControlServerThread.java:58)] - get request...
DEBUG 2006-12-01 08:38:36,390 [ErgoControlServer.net.ErgoControlServer.run(ErgoControlServer.java:77)] - Server stopped
DEBUG 2006-12-01 08:40:00,390 [ErgoControl.ErgoControl.main(ErgoControl.java:514)] - Logger started successfully
DEBUG 2006-12-01 08:40:19,968 [ErgoControlServer.net.ErgoControlServer.run(ErgoControlServer.java:40)] - Server started...
DEBUG 2006-12-01 08:40:20,281 [ErgoControlClient.net.ErgoControlClient.connect(ErgoControlClient.java:39)] - Try to connect to server <localhost/127.0.0.1>...
DEBUG 2006-12-01 08:40:20,765 [ErgoControlServer.net.ErgoControlServer.run(ErgoControlServer.java:61)] - Process client request...
DEBUG 2006-12-01 08:40:20,765 [ErgoControlClient.net.ErgoControlClient.connect(ErgoControlClient.java:48)] - Send connect
DEBUG 2006-12-01 08:40:20,765 [ErgoControlServerThread.net.ErgoControlServerThread.run(ErgoControlServerThread.java:54)] - Client request processing initiated...
DEBUG 2006-12-01 08:40:21,078 [ErgoControlClient.net.ErgoControlClient.connect(ErgoControlClient.java:53)] - Wait for answer...
DEBUG 2006-12-01 08:40:21,078 [ErgoControlServerThread.net.ErgoControlServerThread.run(ErgoControlServerThread.java:58)] - get request...
DEBUG 2006-12-01 08:40:21,109 [ErgoControlServerThread.net.ErgoControlServerThread.run(ErgoControlServerThread.java:63)] - connect requested
DEBUG 2006-12-01 08:40:21,109 [ErgoControlServerThread.net.ErgoControlServerThread.run(ErgoControlServerThread.java:78)] - Client connected with id Becks
DEBUG 2006-12-01 08:40:21,125 [ErgoControlServerThread.net.ErgoControlServerThread.run(ErgoControlServerThread.java:127)] - Client request processed
DEBUG 2006-12-01 08:40:21,125 [ErgoControlClient.net.ErgoControlClient.connect(ErgoControlClient.java:62)] - Connection status = true
DEBUG 2006-12-01 08:40:21,125 [ErgoControlServerThread.net.ErgoControlServerThread.run(ErgoControlServerThread.java:54)] - Client request processing initiated...
DEBUG 2006-12-01 08:40:21,234 [ErgoControlServerThread.net.ErgoControlServerThread.run(ErgoControlServerThread.java:58)] - get request...
DEBUG 2006-12-01 08:40:23,812 [ErgoControl.ErgoControl.serve(ErgoControl.java:2152)] - Server removed from web list
DEBUG 2006-12-01 08:42:06,265 [ErgoControl.ErgoControl.main(ErgoControl.java:514)] - Logger started successfully
DEBUG 2006-12-01 08:42:27,687 [ErgoControlServer.net.ErgoControlServer.run(ErgoControlServer.java:40)] - Server started...
DEBUG 2006-12-01 08:42:27,734 [ErgoControlClient.net.ErgoControlClient.connect(ErgoControlClient.java:39)] - Try to connect to server <localhost/127.0.0.1>...
DEBUG 2006-12-01 08:42:28,156 [ErgoControlServer.net.ErgoControlServer.run(ErgoControlServer.java:61)] - Process client request...
DEBUG 2006-12-01 08:42:28,156 [ErgoControlClient.net.ErgoControlClient.connect(ErgoControlClient.java:48)] - Send connect
DEBUG 2006-12-01 08:42:28,171 [ErgoControlServerThread.net.ErgoControlServerThread.run(ErgoControlServerThread.java:54)] - Client request processing initiated...
DEBUG 2006-12-01 08:42:28,171 [ErgoControlClient.net.ErgoControlClient.connect(ErgoControlClient.java:53)] - Wait for answer...
DEBUG 2006-12-01 08:42:28,171 [ErgoControlServerThread.net.ErgoControlServerThread.run(ErgoControlServerThread.java:58)] - get request...
DEBUG 2006-12-01 08:42:28,171 [ErgoControlServerThread.net.ErgoControlServerThread.run(ErgoControlServerThread.java:63)] - connect requested
DEBUG 2006-12-01 08:42:28,171 [ErgoControlServerThread.net.ErgoControlServerThread.run(ErgoControlServerThread.java:78)] - Client connected with id Becks
DEBUG 2006-12-01 08:42:28,171 [ErgoControlServerThread.net.ErgoControlServerThread.run(ErgoControlServerThread.java:127)] - Client request processed
DEBUG 2006-12-01 08:42:28,187 [ErgoControlServerThread.net.ErgoControlServerThread.run(ErgoControlServerThread.java:54)] - Client request processing initiated...
DEBUG 2006-12-01 08:42:28,187 [ErgoControlClient.net.ErgoControlClient.connect(ErgoControlClient.java:62)] - Connection status = true
DEBUG 2006-12-01 08:42:28,187 [ErgoControlServerThread.net.ErgoControlServerThread.run(ErgoControlServerThread.java:58)] - get request...
DEBUG 2006-12-01 08:42:33,859 [ErgoControl.ErgoControl.main(ErgoControl.java:514)] - Logger started successfully
DEBUG 2006-12-01 08:42:44,640 [ErgoControlClient.net.ErgoControlClient.connect(ErgoControlClient.java:39)] - Try to connect to server <192.168.18.128/192.168.18.128>...
DEBUG 2006-12-01 08:42:44,656 [ErgoControlServer.net.ErgoControlServer.run(ErgoControlServer.java:61)] - Process client request...
DEBUG 2006-12-01 08:42:44,656 [ErgoControlClient.net.ErgoControlClient.connect(ErgoControlClient.java:48)] - Send connect
DEBUG 2006-12-01 08:42:44,671 [ErgoControlServerThread.net.ErgoControlServerThread.run(ErgoControlServerThread.java:54)] - Client request processing initiated...
DEBUG 2006-12-01 08:42:44,671 [ErgoControlServerThread.net.ErgoControlServerThread.run(ErgoControlServerThread.java:58)] - get request...
DEBUG 2006-12-01 08:42:44,671 [ErgoControlServerThread.net.ErgoControlServerThread.run(ErgoControlServerThread.java:63)] - connect requested
DEBUG 2006-12-01 08:42:44,671 [ErgoControlServerThread.net.ErgoControlServerThread.run(ErgoControlServerThread.java:73)] - Client already connected with id Becks
DEBUG 2006-12-01 08:42:44,671 [ErgoControlServerThread.net.ErgoControlServerThread.run(ErgoControlServerThread.java:78)] - Client connected with id Becks1164958964671
DEBUG 2006-12-01 08:42:44,687 [ErgoControlServerThread.net.ErgoControlServerThread.run(ErgoControlServerThread.java:127)] - Client request processed
1 08:42:44,937 [ErgoControlClient.net.ErgoControlClient.getProgram(ErgoControlClient.java:146)] - Try to get program from server...
DEBUG 2006-12-01 08:42:44,937 [ErgoControlClient.net.ErgoControlClient.getProgram(ErgoControlClient.java:150)] - Send request
DEBUG 2006-12-01 08:42:44,937 [ErgoControlServerThread.net.ErgoControlServerThread.run(ErgoControlServerThread.java:54)] - Client request processing initiated...
DEBUG 2006-12-01 08:42:44,937 [ErgoControlServerThread.net.ErgoControlServerThread.run(ErgoControlServerThread.java:58)] - get request...
DEBUG 2006-12-01 08:42:44,953 [ErgoControlServerThread.net.ErgoControlServerThread.run(ErgoControlServerThread.java:118)] - program requested for id Becks1164958964671
DEBUG 2006-12-01 08:42:45,875 [ErgoControlServerThread.net.ErgoControlServerThread.run(ErgoControlServerThread.java:127)] - Client request processed
DEBUG 2006-12-01 08:42:45,953 [ErgoControlServerThread.net.ErgoControlServerThread.run(ErgoControlServerThread.java:54)] - Client request processing initiated...
DEBUG 2006-12-01 08:42:46,140 [ErgoControlServerThread.net.ErgoControlServerThread.run(ErgoControlServerThread.java:58)] - get request...
DEBUG 2006-12-01 08:43:26,312 [ErgoControlServer.net.ErgoControlServer.run(ErgoControlServer.java:77)] - Server stopped
DEBUG 2006-12-01 08:46:21,234 [ErgoControl.ErgoControl.main(ErgoControl.java:514)] - Logger started successfully
DEBUG 2006-12-01 08:46:38,500 [ErgoControl.ErgoControl.main(ErgoControl.java:514)] - Logger started successfully
DEBUG 2006-12-01 08:46:49,906 [ErgoControlClient.net.ErgoControlClient.connect(ErgoControlClient.java:39)] - Try to connect to server <localhost/127.0.0.1>...
ERROR 2006-12-01 08:46:50,859 [ErgoControlClient.net.ErgoControlClient.connect(ErgoControlClient.java:69)] - java.net.ConnectException: Connection refused: connect
DEBUG 2006-12-01 08:46:51,437 [ErgoControlClient.net.ErgoControlClient.disconnect(ErgoControlClient.java:79)] - Try to disconnect from server...
DEBUG 2006-12-01 08:46:51,437 [ErgoControlClient.net.ErgoControlClient.disconnect(ErgoControlClient.java:107)] - Status = true
DEBUG 2006-12-01 08:46:54,812 [ErgoControlServer.net.ErgoControlServer.run(ErgoControlServer.java:40)] - Server started...
DEBUG 2006-12-01 08:46:55,125 [ErgoControlClient.net.ErgoControlClient.connect(ErgoControlClient.java:39)] - Try to connect to server <localhost/127.0.0.1>...
DEBUG 2006-12-01 08:46:55,468 [ErgoControlServer.net.ErgoControlServer.run(ErgoControlServer.java:61)] - Process client request...
DEBUG 2006-12-01 08:46:55,468 [ErgoControlClient.net.ErgoControlClient.connect(ErgoControlClient.java:48)] - Send connect
DEBUG 2006-12-01 08:46:55,468 [ErgoControlServerThread.net.ErgoControlServerThread.run(ErgoControlServerThread.java:54)] - Client request processing initiated...
DEBUG 2006-12-01 08:46:55,468 [ErgoControlClient.net.ErgoControlClient.connect(ErgoControlClient.java:53)] - Wait for answer...
DEBUG 2006-12-01 08:46:55,484 [ErgoControlServerThread.net.ErgoControlServerThread.run(ErgoControlServerThread.java:58)] - get request...
DEBUG 2006-12-01 08:46:55,484 [ErgoControlServerThread.net.ErgoControlServerThread.run(ErgoControlServerThread.java:63)] - connect requested
DEBUG 2006-12-01 08:46:55,500 [ErgoControlServerThread.net.ErgoControlServerThread.run(ErgoControlServerThread.java:78)] - Client connected with id Becks
DEBUG 2006-12-01 08:46:55,500 [ErgoControlServerThread.net.ErgoControlServerThread.run(ErgoControlServerThread.java:127)] - Client request processed
DEBUG 2006-12-01 08:46:55,500 [ErgoControlClient.net.ErgoControlClient.connect(ErgoControlClient.java:62)] - Connection status = true
DEBUG 2006-12-01 08:46:55,500 [ErgoControlServerThread.net.ErgoControlServerThread.run(ErgoControlServerThread.java:54)] - Client request processing initiated...
DEBUG 2006-12-01 08:46:55,531 [ErgoControlServerThread.net.ErgoControlServerThread.run(ErgoControlServerThread.java:58)] - get request...
DEBUG 2006-12-01 08:47:00,906 [ErgoControlClient.net.ErgoControlClient.connect(ErgoControlClient.java:39)] - Try to connect to server <localhost/127.0.0.1>...
DEBUG 2006-12-01 08:47:00,953 [ErgoControlServer.net.ErgoControlServer.run(ErgoControlServer.java:61)] - Process client request...
DEBUG 2006-12-01 08:47:00,953 [ErgoControlClient.net.ErgoControlClient.connect(ErgoControlClient.java:48)] - Send connect
DEBUG 2006-12-01 08:47:00,953 [ErgoControlServerThread.net.ErgoControlServerThread.run(ErgoControlServerThread.java:54)] - Client request processing initiated...
DEBUG 2006-12-01 08:47:00,968 [ErgoControlServerThread.net.ErgoControlServerThread.run(ErgoControlServerThread.java:58)] - get request...
DEBUG 2006-12-01 08:47:00,968 [ErgoControlServerThread.net.ErgoControlServerThread.run(ErgoControlServerThread.java:63)] - connect requested
DEBUG 2006-12-01 08:47:00,968 [ErgoControlServerThread.net.ErgoControlServerThread.run(ErgoControlServerThread.java:73)] - Client already connected with id Becks
DEBUG 2006-12-01 08:47:00,968 [ErgoControlServerThread.net.ErgoControlServerThread.run(ErgoControlServerThread.java:78)] - Client connected with id Becks1164959220968
DEBUG 2006-12-01 08:47:00,984 [ErgoControlClient.net.ErgoControlClient.connect(ErgoControlClient.java:62)] - Connection status = true
DEBUG 2006-12-01 08:47:00,984 [ErgoControlServerThread.net.ErgoControlServerThread.run(ErgoControlServerThread.java:127)] - Client request processed
BUG 2006-12-01 08:47:00,984 [ErgoControlClient.net.ErgoControlClient.getProgram(ErgoControlClient.java:150)] - Send request
DEBUG 2006-12-01 08:47:00,984 [ErgoControlClient.net.ErgoControlClient.getProgram(ErgoControlClient.java:154)] - Wait for answer...
uest processing initiated...
